,manufacturer,model number,description,safety certification,nameplate Pmax [W],PTC [W],Notes,Family,Technology,area [m2],N_s,N_p,BIPV,Nameplate Isc [A],Nameplate Voc [V],Nameplate Ipmax [A],Nameplate Vpmax [V],Average NOCT [C],gamma_pmax [%/C],alpha_Isc [%/C],beta_Voc [%/C],alpha_Ipmax [%/C],beta_Vpmax [%/C],Ipmax [A],Vpmax [V],Ipmax_NOCT [A],Vpmax_NOCT [V],mounting,type,short length [m],long length [m],geometric multiplier,beta_Voc [V/C],alpha_Isc [A/C],tech_combined,cell_type,year_added,bifacial,heterojunction,STC [W],breakdown_factor,breakdown_exp,breakdown_voltage,eg_ref,dEgdT,photocurrent (I_L),saturation_current (I_o),resistance_series (R_s),resistance_shunt (R_sh),a_ref,adjust
0,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN225SA06B,225 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,225.0,209.2,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.83,50.6,5.42,41.6,48.3,-0.3,0.002,-0.24,0.0,-0.3,1.08,40.05,4.35,38.7,Rack,Flat Plate,0.798,1.58,1.0,-0.12144,0.0001166,Mono-c-SiMonocrystalline,monoSi,1900,False,True,225.472,0.002,3,-15,1.121,-0.0002677,5.846935372272518,4.313111741808093e-13,0.6748743236968126,232.32541008267265,1.6755020813392636,-7.9688484043748735
1,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN230DA02,230 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,230.0,216.0,,Monocrystalline,Mono-c-Si,1.41,72,1.0,N,5.56,52.9,5.26,43.8,45.8,-0.284,0.047,-0.235,-0.044,-0.24,1.06,41.34,4.26,40.7,Rack,Flat Plate,0.862,1.63,1.0,-0.124315,0.0026132,Mono-c-SiMonocrystalline,monoSi,1900,False,True,230.388,0.002,3,-15,1.121,-0.0002677,5.565460199165201,1.1817213970611086e-12,0.6411863546435431,652.905876678392,1.8137580116051322,1.7950704993942208
2,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN230DA02B,230 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,230.0,216.0,,Monocrystalline,Mono-c-Si,1.41,72,1.0,N,5.56,52.9,5.26,43.8,45.8,-0.284,0.047,-0.235,-0.044,-0.24,1.06,41.34,4.26,40.7,Rack,Flat Plate,0.862,1.63,1.0,-0.124315,0.0026132,Mono-c-SiMonocrystalline,monoSi,1900,False,True,230.388,0.002,3,-15,1.121,-0.0002677,5.565460199165201,1.1817213970611086e-12,0.6411863546435431,652.905876678392,1.8137580116051322,1.7950704993942208
3,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN230SA04,230 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,230.0,214.0,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.83,51.2,5.45,42.3,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.09,40.72,4.37,39.3,Rack,Flat Plate,0.798,1.58,1.0,-0.12288,0.001749,Mono-c-SiMonocrystalline,monoSi,1900,False,True,230.535,0.002,3,-15,1.121,-0.0002677,5.841791407714183,1.3850290984300414e-12,0.6108871013881984,302.03957742458323,1.7630313291351085,0.8878779790645072
4,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN230SA04B,230 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,230.0,214.0,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.83,51.2,5.45,42.3,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.09,40.72,4.37,39.3,Rack,Flat Plate,0.798,1.58,1.0,-0.12288,0.001749,Mono-c-SiMonocrystalline,monoSi,1900,False,True,230.535,0.002,3,-15,1.121,-0.0002677,5.841791407714183,1.3850290984300414e-12,0.6108871013881984,302.03957742458323,1.7630313291351085,0.8878779790645072
5,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN230SA06,230 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,230.0,214.0,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.83,51.2,5.45,42.3,48.3,-0.3,0.002,-0.24,0.0,-0.3,1.09,40.72,4.37,39.3,Rack,Flat Plate,0.798,1.58,1.0,-0.12288,0.0001166,Mono-c-SiMonocrystalline,monoSi,1900,False,True,230.535,0.002,3,-15,1.121,-0.0002677,5.843118773126251,4.2974947808110406e-13,0.6394741858494203,284.18316772935714,1.6948300020489113,-8.021115102066892
6,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN230SA06B,230 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,230.0,214.0,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.83,51.2,5.45,42.3,48.3,-0.3,0.002,-0.24,0.0,-0.3,1.09,40.72,4.37,39.3,Rack,Flat Plate,0.798,1.58,1.0,-0.12288,0.0001166,Mono-c-SiMonocrystalline,monoSi,1900,False,True,230.535,0.002,3,-15,1.121,-0.0002677,5.843118773126251,4.2974947808110406e-13,0.6394741858494203,284.18316772935714,1.6948300020489113,-8.021115102066892
7,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN230SA11,230 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,230.0,214.0,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.83,51.2,5.45,42.3,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.08,40.83,4.36,39.4,Rack,Flat Plate,0.798,1.58,1.0,-0.12288,0.001749,Mono-c-SiMonocrystalline,monoSi,1900,False,True,230.535,0.002,3,-15,1.121,-0.0002677,5.841791407714183,1.3850290984300414e-12,0.6108871013881984,302.03957742458323,1.7630313291351085,0.8878779790645072
8,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN230SA11B,230 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,230.0,214.0,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.83,51.2,5.45,42.3,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.08,40.83,4.36,39.4,Rack,Flat Plate,0.798,1.58,1.0,-0.12288,0.001749,Mono-c-SiMonocrystalline,monoSi,1900,False,True,230.535,0.002,3,-15,1.121,-0.0002677,5.841791407714183,1.3850290984300414e-12,0.6108871013881984,302.03957742458323,1.7630313291351085,0.8878779790645072
9,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN235SA04,235 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,235.0,218.7,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.84,51.8,5.48,43.0,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.09,41.51,4.39,40.0,Rack,Flat Plate,0.798,1.58,1.0,-0.12432,0.001752,Mono-c-SiMonocrystalline,monoSi,1900,False,True,235.64,0.002,3,-15,1.121,-0.0002677,5.8493787985537296,1.4114566454082405e-12,0.5746338753819544,357.81361714840995,1.7845040118127136,1.0155674020433743
10,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN235SA04B,235 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,235.0,218.7,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.84,51.8,5.48,43.0,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.09,41.51,4.39,40.0,Rack,Flat Plate,0.798,1.58,1.0,-0.12432,0.001752,Mono-c-SiMonocrystalline,monoSi,1900,False,True,235.64,0.002,3,-15,1.121,-0.0002677,5.8493787985537296,1.4114566454082405e-12,0.5746338753819544,357.81361714840995,1.7845040118127136,1.0155674020433743
11,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN235SA06,235 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,235.0,218.7,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.84,51.8,5.48,43.0,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.09,41.51,4.39,40.0,Rack,Flat Plate,0.798,1.58,1.0,-0.12432,0.001752,Mono-c-SiMonocrystalline,monoSi,1900,False,True,235.64,0.002,3,-15,1.121,-0.0002677,5.8493787985537296,1.4114566454082405e-12,0.5746338753819544,357.81361714840995,1.7845040118127136,1.0155674020433743
12,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN235SA06B,235 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,235.0,218.7,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.84,51.8,5.48,43.0,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.09,41.51,4.39,40.0,Rack,Flat Plate,0.798,1.58,1.0,-0.12432,0.001752,Mono-c-SiMonocrystalline,monoSi,1900,False,True,235.64,0.002,3,-15,1.121,-0.0002677,5.8493787985537296,1.4114566454082405e-12,0.5746338753819544,357.81361714840995,1.7845040118127136,1.0155674020433743
13,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN235SA11,235 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,235.0,218.7,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.84,51.8,5.48,43.0,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.09,41.51,4.39,40.0,Rack,Flat Plate,0.798,1.58,1.0,-0.12432,0.001752,Mono-c-SiMonocrystalline,monoSi,1900,False,True,235.64,0.002,3,-15,1.121,-0.0002677,5.8493787985537296,1.4114566454082405e-12,0.5746338753819544,357.81361714840995,1.7845040118127136,1.0155674020433743
14,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN235SA11B,235 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,235.0,218.7,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.84,51.8,5.48,43.0,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.09,41.51,4.39,40.0,Rack,Flat Plate,0.798,1.58,1.0,-0.12432,0.001752,Mono-c-SiMonocrystalline,monoSi,1900,False,True,235.64,0.002,3,-15,1.121,-0.0002677,5.8493787985537296,1.4114566454082405e-12,0.5746338753819544,357.81361714840995,1.7845040118127136,1.0155674020433743
15,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN240SA04,240 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,240.0,223.5,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.85,52.4,5.51,43.7,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.09,42.19,4.41,40.7,Rack,Flat Plate,0.798,1.58,1.0,-0.12576,0.001755,Mono-c-SiMonocrystalline,monoSi,1900,False,True,240.787,0.002,3,-15,1.121,-0.0002677,5.857232803706223,1.436030640240722e-12,0.5388669417911297,435.8436562750565,1.805895474388342,1.1295958384641407
16,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN240SA04B,240 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,240.0,223.5,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.85,52.4,5.51,43.7,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.09,42.19,4.41,40.7,Rack,Flat Plate,0.798,1.58,1.0,-0.12576,0.001755,Mono-c-SiMonocrystalline,monoSi,1900,False,True,240.787,0.002,3,-15,1.121,-0.0002677,5.857232803706223,1.436030640240722e-12,0.5388669417911297,435.8436562750565,1.805895474388342,1.1295958384641407
17,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN240SA06,240 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,240.0,223.5,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.85,52.4,5.51,43.7,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.09,42.19,4.41,40.7,Rack,Flat Plate,0.798,1.58,1.0,-0.12576,0.001755,Mono-c-SiMonocrystalline,monoSi,1900,False,True,240.787,0.002,3,-15,1.121,-0.0002677,5.857232803706223,1.436030640240722e-12,0.5388669417911297,435.8436562750565,1.805895474388342,1.1295958384641407
18,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN240SA06B,240 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,240.0,223.5,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.85,52.4,5.51,43.7,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.09,42.19,4.41,40.7,Rack,Flat Plate,0.798,1.58,1.0,-0.12576,0.001755,Mono-c-SiMonocrystalline,monoSi,1900,False,True,240.787,0.002,3,-15,1.121,-0.0002677,5.857232803706223,1.436030640240722e-12,0.5388669417911297,435.8436562750565,1.805895474388342,1.1295958384641407
19,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN240SA11,240 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,240.0,223.5,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.85,52.4,5.51,43.7,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.09,42.19,4.41,40.7,Rack,Flat Plate,0.798,1.58,1.0,-0.12576,0.001755,Mono-c-SiMonocrystalline,monoSi,1900,False,True,240.787,0.002,3,-15,1.121,-0.0002677,5.857232803706223,1.436030640240722e-12,0.5388669417911297,435.8436562750565,1.805895474388342,1.1295958384641407
20,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN240SA11B,240 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,240.0,223.5,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.85,52.4,5.51,43.7,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.09,42.19,4.41,40.7,Rack,Flat Plate,0.798,1.58,1.0,-0.12576,0.001755,Mono-c-SiMonocrystalline,monoSi,1900,False,True,240.787,0.002,3,-15,1.121,-0.0002677,5.857232803706223,1.436030640240722e-12,0.5388669417911297,435.8436562750565,1.805895474388342,1.1295958384641407
21,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN245SA04,245 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,245.0,228.3,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.86,53.0,5.54,44.3,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.1,42.77,4.44,41.2,Rack,Flat Plate,0.798,1.58,1.0,-0.1272,0.001758,Mono-c-SiMonocrystalline,monoSi,1900,False,True,245.422,0.002,3,-15,1.121,-0.0002677,5.865497307464605,1.4148056807555857e-12,0.524088813506919,558.6663053347363,1.8252693783554366,0.9747779881378649
22,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN245SA04B,245 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,245.0,228.3,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.86,53.0,5.54,44.3,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.1,42.77,4.44,41.2,Rack,Flat Plate,0.798,1.58,1.0,-0.1272,0.001758,Mono-c-SiMonocrystalline,monoSi,1900,False,True,245.422,0.002,3,-15,1.121,-0.0002677,5.865497307464605,1.4148056807555857e-12,0.524088813506919,558.6663053347363,1.8252693783554366,0.9747779881378649
23,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN245SA06,245 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,245.0,228.3,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.86,53.0,5.54,44.3,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.1,42.77,4.44,41.2,Rack,Flat Plate,0.798,1.58,1.0,-0.1272,0.001758,Mono-c-SiMonocrystalline,monoSi,1900,False,True,245.422,0.002,3,-15,1.121,-0.0002677,5.865497307464605,1.4148056807555857e-12,0.524088813506919,558.6663053347363,1.8252693783554366,0.9747779881378649
24,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN245SA06B,245 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,245.0,228.3,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.86,53.0,5.54,44.3,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.1,42.77,4.44,41.2,Rack,Flat Plate,0.798,1.58,1.0,-0.1272,0.001758,Mono-c-SiMonocrystalline,monoSi,1900,False,True,245.422,0.002,3,-15,1.121,-0.0002677,5.865497307464605,1.4148056807555857e-12,0.524088813506919,558.6663053347363,1.8252693783554366,0.9747779881378649
25,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN245SA11,245 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,245.0,228.3,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.86,53.0,5.54,44.3,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.1,42.77,4.44,41.2,Rack,Flat Plate,0.798,1.58,1.0,-0.1272,0.001758,Mono-c-SiMonocrystalline,monoSi,1900,False,True,245.422,0.002,3,-15,1.121,-0.0002677,5.865497307464605,1.4148056807555857e-12,0.524088813506919,558.6663053347363,1.8252693783554366,0.9747779881378649
26,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN245SA11B,245 W HIT Hybrid Amorphous/Monocrystalline Module,UL 1703,245.0,228.3,,Monocrystalline,Mono-c-Si,1.26,72,1.0,N,5.86,53.0,5.54,44.3,48.3,-0.3,0.03,-0.24,0.0,-0.3,1.1,42.77,4.44,41.2,Rack,Flat Plate,0.798,1.58,1.0,-0.1272,0.001758,Mono-c-SiMonocrystalline,monoSi,1900,False,True,245.422,0.002,3,-15,1.121,-0.0002677,5.865497307464605,1.4148056807555857e-12,0.524088813506919,558.6663053347363,1.8252693783554366,0.9747779881378649
27,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN307ZA04,"307 W, 96 cell HIT monocrystalline module, black backsheet, 600V max system Vdc",UL 1703,307.0,286.8,,Monocrystalline,Mono-c-Si,1.6,96,,N,5.75,69.7,5.31,57.8,49.2,-0.278,0.062,-0.262,0.031,-0.307,1.39,57.79,4.32,54.6,,,,,,-0.182614,0.003565,Mono-c-SiMonocrystalline,monoSi,2018,False,True,306.91799999999995,0.002,3,-15,1.121,-0.0002677,,,,,,
28,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN310KA01,310 W HIT Hybrid Amorphous /Mono-Crystalline Solar Module,UL 1703,310.0,292.1,,Monocrystalline,Mono-c-Si,1.67,96,1.0,N,5.78,69.9,5.34,58.1,43.8,-0.31,0.03,-0.25,0.002,-0.31,1.07,56.27,4.29,54.9,,Flat Plate,1.053,1.59,1.0,-0.17475,0.001734,Mono-c-SiMonocrystalline,monoSi,2017,False,True,310.254,0.002,3,-15,1.121,-0.0002677,5.795440016211679,2.6178347501085217e-12,0.7504496699821211,280.93228896754636,2.4628404140105116,2.1557319925099483
29,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN310KA03,"310 W, 96 cell HIT Hybrid Amorphous/Monocrystalline Module",UL 1703,310.0,288.1,,Monocrystalline,Mono-c-Si,1.56,96,,N,5.78,69.9,5.34,58.1,49.1,-0.303,0.053,-0.265,0.018,-0.32,1.41,56.73,4.39,53.7,,,,,,-0.185235,0.0030634,Mono-c-SiMonocrystalline,monoSi,2018,False,True,310.254,0.002,3,-15,1.121,-0.0002677,,,,,,
30,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN310ZA03,310 W HIT monocrystalline with Silicon Heterojunction (SHJ) technology,UL 1703,310.0,287.5,,Monocrystalline,Mono-c-Si,1.6,96,,N,5.78,69.9,5.34,58.1,48.9,-0.311,0.044,-0.257,-0.005,-0.307,1.41,57.54,4.41,54.3,,,,,,-0.179643,0.0025432,Mono-c-SiMonocrystalline,monoSi,2018,False,True,310.254,0.002,3,-15,1.121,-0.0002677,,,,,,
31,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN310ZA04,310 W HIT monocrystalline with Silicon Heterojunction (SHJ) technology,UL 1703,310.0,289.7,,Monocrystalline,Mono-c-Si,1.6,96,,N,5.78,69.9,5.34,58.1,49.2,-0.278,0.062,-0.262,0.031,-0.307,1.39,57.79,4.32,54.6,,,,,,-0.183138,0.0035836,Mono-c-SiMonocrystalline,monoSi,2018,False,True,310.254,0.002,3,-15,1.121,-0.0002677,,,,,,
32,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN315KA01,315 W HIT Hybrid Amorphous /Mono-Crystalline Solar Module,UL 1703,315.0,296.9,,Monocrystalline,Mono-c-Si,1.67,96,1.0,N,5.83,70.2,5.4,58.4,43.8,-0.31,0.03,-0.25,0.002,-0.31,1.08,56.56,4.34,55.2,,Flat Plate,1.053,1.59,1.0,-0.1755,0.001749,Mono-c-SiMonocrystalline,monoSi,2017,False,True,315.36,0.002,3,-15,1.121,-0.0002677,5.844277519839362,2.5830322899460246e-12,0.7370362477947211,300.9571253707167,2.4712401571449725,1.9610643151905225
33,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN315ZA03,315 W HIT monocrystalline with Silicon Heterojunction (SHJ) technology,UL 1703,315.0,292.2,,Monocrystalline,Mono-c-Si,1.6,96,,N,5.83,70.2,5.4,58.4,48.9,-0.311,0.044,-0.257,-0.005,-0.307,1.41,57.54,4.41,54.3,,,,,,-0.180414,0.0025652,Mono-c-SiMonocrystalline,monoSi,2018,False,True,315.36,0.002,3,-15,1.121,-0.0002677,,,,,,
34,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN315ZA04,315 W HIT monocrystalline with Silicon Heterojunction (SHJ) technology,UL 1703,315.0,294.4,,Monocrystalline,Mono-c-Si,1.6,96,,N,5.83,70.2,5.4,58.4,49.2,-0.278,0.062,-0.262,0.031,-0.307,1.39,57.79,4.32,54.6,,,,,,-0.183924,0.0036146,Mono-c-SiMonocrystalline,monoSi,2018,False,True,315.36,0.002,3,-15,1.121,-0.0002677,,,,,,
35,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBH320RA03K,"320 W, 96 cell HIT monocrystalline module, black backsheet, 600V max system Vdc",UL 61730,320.0,304.7,,Monocrystalline,Mono-c-Si,1.62,96,1.0,N,5.8,70.3,5.43,59.0,45.2,-0.244,0.042,-0.235,,,1.09,55.91,4.35,55.3,,,,,,-0.165205,0.002436,Mono-c-SiMonocrystalline,monoSi,2019,False,True,320.37,0.002,3,-15,1.121,-0.0002677,5.810400814222456,3.171731428242595e-13,0.7068686993296756,394.1843752004981,2.304328466768917,-9.010581906120231
36,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN320KA01,320 W HIT Hybrid Amorphous /Mono-Crystalline Solar Module,UL 1703,320.0,301.7,,Monocrystalline,Mono-c-Si,1.67,96,1.0,N,5.89,70.5,5.46,58.7,43.8,-0.31,0.03,-0.25,0.002,-0.31,1.09,56.85,4.39,55.4,,Flat Plate,1.053,1.59,1.0,-0.17625,0.001767,Mono-c-SiMonocrystalline,monoSi,2017,False,True,320.502,0.002,3,-15,1.121,-0.0002677,5.903888779235822,2.612814422987712e-12,0.722262455706406,306.2994807189688,2.481831718151637,1.9680438950181809
